AIX0001999100,DST000481,NO,0,4.55,0.5,2016-04-30 14:09:27,2016-04-30 14:32:41,1,-73.9732360839844,40.7849998474121,1,N,-73.9916687011719,40.7388648986816,CRD,,22.85
AIX0001999101,DST000481,NO,0,1.2,0.5,2016-04-20 18:43:41,2016-04-20 18:55:02,1,-73.945426940918,40.7783012390137,1,N,-73.9649505615234,40.7589950561523,CRD,1,13
AIX0001999102,DST000481,NO,0,0,0.5,2016-04-16 21:02:10,2016-04-16 21:07:26,1,-73.9640655517578,40.770133972168,1,N,-73.9497375488281,40.7769737243652,CSH,0.5,7.3
AIX0001999103,DST000481,NO,0,0,0.5,2016-04-21 14:24:51,2016-04-21 14:30:38,1,-73.9605255126953,40.7698593139649,1,N,-73.9493103027344,40.7853393554688,CSH,0,6.8
AIX0001999104,DST000481,NO,0,,0.5,2016-04-04 12:28:09,2016-04-04 12:30:57,1,-73.9565582275391,40.7670364379883,1,N,-73.9624481201172,40.7703704833984,CSH,0,4.8
AIX0001999105,DST000543,NO,0,0,0.5,2016-04-04 08:06:17,2016-04-04 08:25:37,4,,40.7631759643555,1,N,-74.0170974731445,40.7048606872559,CSH,,19.8
AIX0001999106,DST000543,NO,0,0,0.5,2016-04-18 15:56:57,2016-04-18 16:01:12,2,-73.9832382202149,40.7617111206055,1,N,-73.9914627075195,40.7502517700195,CSH,0,6.3
AIX0001999107,DST000543,NO,0,5,0.5,2016-04-14 17:53:37,2016-04-14 18:36:18,1,-73.9928665161133,40.7405395507813,1,N,-73.9758987426758,40.7821502685547,CRD,1,32.8
AIX0001999108,DST000481,NO,0,1.76,0.5,2016-04-01 08:23:38,2016-04-01 08:31:51,2,0,0,1,N,0,0,CRD,0,10.56
AIX0001999109,DST000481,NO,0,2.55,0.5,2016-04-16 19:14:14,2016-04-16 19:28:31,1,-74.0074462890625,40.7051239013672,1,N,-73.9905166625977,40.725040435791,CRD,1,15.35
AIX0001999110,DST000543,NO,0,0,0.5,2016-04-23 12:29:15,2016-04-23 12:54:27,1,-73.9997634887695,40.738338470459,1,N,-73.9830093383789,40.756649017334,CSH,0,16.3
AIX0001999111,DST000481,NO,0,1.5,0.5,2016-04-25 03:14:48,2016-04-25 03:21:26,1,-74.0017471313477,40.7394561767578,1,N,-73.9991836547852,40.7504806518555,CRD,0.5,9.3
